video_id,width,height,duration_sec,frames_per_sec,users,urls
Q100017,640,360,15.515999794006,29.969999313354,"[""vor0nwe""]","[""http://www.flickr.com/videos/37168103@N00/9497783698/play/orig/46f8e52b69""]"
Q100018,480,360,5.9730000495911,29.969999313354,"[""Richard Thomas""]","[""http://www.flickr.com/videos/64101752@N00/6148410707/play/orig/6deb4977b2""]"
Q100019,480,360,60.027000427246,29.969999313354,"[""Vosti Claudio""]","[""http://www.flickr.com/videos/85864219@N00/4968309697/play/orig/c60754585c""]"
Q100020,400,360,24.392000198364,29.969999313354,"[""Simon Strandgaard""]","[""http://www.flickr.com/videos/12739382@N04/2671615009/play/orig/e293285e0d""]"
Q100021,640,360,11.078000068665,29.969999313354,"[""Pat Spinney""]","[""http://www.flickr.com/videos/20295563@N00/8670554760/play/orig/62b51e02dc""]"
Q100022,360,640,14.916999816895,24.0,"[""Ray Wong""]","[""http://www.flickr.com/videos/50475834@N00/9754980873/play/orig/467e614ee9""]"
Q100023,640,360,9.5430002212524,29.969999313354,"[""jsj1771""]","[""http://www.flickr.com/videos/47445767@N05/12627056323/play/orig/1aa8458a2b""]"
Q100024,640,360,51.551998138428,29.969999313354,"[""Editor B""]","[""http://www.flickr.com/videos/11018968@N00/5963134734/play/orig/cc75966839""]"
Q100025,568,320,25.125999450684,29.969999313354,"[""landlessness""]","[""http://www.flickr.com/videos/48937305@N05/5923060194/play/orig/3c874af324""]"
Q100026,640,360,69.099998474121,30.0,"[""USDAgov"",""Split the Kipper""]","[""http://www.flickr.com/videos/41284017@N08/6196916872/play/orig/2e58e569ee"",""http://www.flickr.com/videos/52996514@N06/6227199321/play/orig/b0ab3c32f0""]"
Q100027,640,360,8.6400003433228,25.0,"[""Split the Kipper""]","[""http://www.flickr.com/videos/52996514@N06/8454304466/play/orig/e66b87c1de""]"
Q100028,480,360,45.0,25.0,"[""njaminjami""]","[""http://www.flickr.com/videos/43952401@N00/3414927039/play/orig/de0f7b7553""]"
Q100029,640,360,51.43399810791,30.0,"[""ooscarr"",""taquiman""]","[""http://www.flickr.com/videos/59561606@N00/5918524559/play/orig/03ccff7789"",""http://www.flickr.com/videos/10705232@N06/4844049150/play/orig/c12ab60d12""]"
Q100030,480,360,60.027000427246,29.969999313354,"[""DVS1mn""]","[""http://www.flickr.com/videos/52900873@N07/9481022862/play/orig/22d786954d""]"
Q100031,640,360,16.25,29.969999313354,"[""jasoneppink""]","[""http://www.flickr.com/videos/38102495@N00/7054565107/play/orig/dee4ef7de8""]"
Q100032,480,360,27.52799987793,29.969999313354,"[""pperreijn""]","[""http://www.flickr.com/videos/30188916@N06/4762339554/play/orig/83d2ff42db""]"
Q100033,360,640,24.066999435425,30.0,"[""Wam Kat"",""permanently scatterbrained"",""jfgornet""]","[""http://www.flickr.com/videos/86966308@N00/6126546380/play/orig/353886ed2e"",""http://www.flickr.com/videos/88774309@N00/5329751468/play/orig/8eb37be8f1"",""http://www.flickr.com/videos/43896901@N00/5366662492/play/orig/59eb106934""]"
Q100034,480,360,30.031000137329,29.969999313354,"[""masterq""]","[""http://www.flickr.com/videos/49071064@N00/5884141992/play/orig/3132eec39a""]"
Q100035,640,360,18.518999099731,23.975999832153,"[""mjmonty""]","[""http://www.flickr.com/videos/36295747@N00/4969294770/play/orig/3fabe1b320""]"
Q100036,640,360,60.0,24.0,"[""deege@fermentarium.com""]","[""http://www.flickr.com/videos/22341616@N05/8057435406/play/orig/4432e9a5cb""]"
Q100037,640,360,20.700000762939,30.0,"[""jerekeys"",""wot nxt"",""bsuppan""]","[""http://www.flickr.com/videos/98479051@N00/9288901023/play/orig/4418e917a4"",""http://www.flickr.com/videos/50746511@N00/2581260695/play/orig/c9d2dc19cc"",""http://www.flickr.com/videos/80138552@N00/14023065861/play/orig/6f58b7682c""]"
Q100038,480,360,60.01900100708,23.975999832153,"[""yellowcloud""]","[""http://www.flickr.com/videos/63794141@N00/4647831571/play/orig/123a958b31""]"
Q100039,640,360,21.021999359131,29.969999313354,"[""sights set""]","[""http://www.flickr.com/videos/49427933@N00/3095059540/play/orig/9b2491e9db""]"
Q100040,640,360,19.086000442505,29.969999313354,"[""murraycmurrayc""]","[""http://www.flickr.com/videos/36037277@N07/5272105579/play/orig/6fe29d4352""]"
Q100041,360,400,34.799999237061,30.0,"[""kanshiketsu"",""thisisbossi"",""ursusdave""]","[""http://www.flickr.com/videos/31344171@N03/8472083636/play/orig/cae4a9ff32"",""http://www.flickr.com/videos/25622716@N02/2947981351/play/orig/a0f3aa3f15"",""http://www.flickr.com/videos/11699242@N07/9609312177/play/orig/02be01571a""]"
Q100042,640,360,45.278999328613,29.969999313354,"[""Parker Knight""]","[""http://www.flickr.com/videos/10845359@N02/6826953408/play/orig/7465f79a5c""]"
Q100043,480,360,18.618999481201,29.969999313354,"[""Robostangs548""]","[""http://www.flickr.com/videos/58771893@N02/6854528928/play/orig/655763c3f8""]"
Q100044,480,360,53.466999053955,30.0,"[""Michael M. S."",""Xnd""]","[""http://www.flickr.com/videos/39965300@N07/7876719004/play/orig/5cfdc92238"",""http://www.flickr.com/videos/94757029@N00/5551873758/play/orig/53d43b4111""]"
Q100045,640,360,91.800003051758,30.0,"[""ShashiBellamkonda"",""ken ratcliff"",""Marysol*""]","[""http://www.flickr.com/videos/35899785@N00/11038568866/play/orig/61a3e3c6e6"",""http://www.flickr.com/videos/95212304@N00/8448632101/play/orig/80d3507e6e"",""http://www.flickr.com/videos/7357679@N06/5960743151/play/orig/b20155f0fe""]"
Q100046,480,360,60.027000427246,29.969999313354,"[""budawood""]","[""http://www.flickr.com/videos/14522052@N04/5237935554/play/orig/5fa39d7208""]"
Q100047,360,576,36.837001800537,29.969999313354,"[""ell brown"",""GlenFC"",""Banalities"",""justinmaier""]","[""http://www.flickr.com/videos/39415781@N06/6824325690/play/orig/7393b9e759"",""http://www.flickr.com/videos/63709019@N04/8671698762/play/orig/b751fe9022"",""http://www.flickr.com/videos/89127659@N00/4044194051/play/orig/8ac0f2ea07"",""http://www.flickr.com/videos/41908780@N00/4710477778/play/orig/b3f13db592""]"
Q100048,480,360,19.620000839233,29.969999313354,"[""Nicholas Babaian""]","[""http://www.flickr.com/videos/57386290@N00/3857564104/play/orig/a43861fa0a""]"
Q100049,480,360,72.583999633789,24.0,"[""apasciuto"",""KuniakiIGARASHI"",""dombrassey""]","[""http://www.flickr.com/videos/9462200@N08/8135048612/play/orig/31d307d769"",""http://www.flickr.com/videos/87545778@N00/5194664252/play/orig/ab6aac7e3c"",""http://www.flickr.com/videos/24881228@N00/9754296922/play/orig/c78b1b8419""]"
Q100050,640,360,39.305999755859,29.969999313354,"[""Zbigniew Braniecki"",""dandoug"",""PJ Davis""]","[""http://www.flickr.com/videos/56598132@N00/3024334250/play/orig/075f2a30f9"",""http://www.flickr.com/videos/24737796@N03/11264987504/play/orig/e14d492cf0"",""http://www.flickr.com/videos/18041508@N00/4869764890/play/orig/b31e6083ae""]"
Q100051,360,480,89.98999786377,29.969999313354,"[""LindaH""]","[""http://www.flickr.com/videos/25747180@N00/7379739694/play/orig/6ce78ae432""]"
Q100052,640,360,35.069000244141,29.969999313354,"[""eschipul""]","[""http://www.flickr.com/videos/16638697@N00/7525326496/play/orig/4304f48fdd""]"
Q100053,480,360,12.812999725342,29.969999313354,"[""orange kangaroo""]","[""http://www.flickr.com/videos/8353851@N02/2887385666/play/orig/6fb0921a8b""]"
Q100054,640,360,18.586000442505,29.969999313354,"[""eta45mins""]","[""http://www.flickr.com/videos/95151120@N00/5527616455/play/orig/a5020a3ab9""]"
Q100055,360,480,27.228000640869,29.969999313354,"[""Lachlan Hardy""]","[""http://www.flickr.com/videos/98983159@N00/4268084725/play/orig/62f8ee4c77""]"
Q100056,480,360,32.833000183105,29.969999313354,"[""jsj1771""]","[""http://www.flickr.com/videos/47445767@N05/13895163081/play/orig/4c119cf39b""]"
Q100057,360,640,38.772998809814,29.969999313354,"[""USM MS photos""]","[""http://www.flickr.com/videos/25373834@N08/5714661015/play/orig/f38e5c9fb0""]"
Q100058,640,360,22.489999771118,29.969999313354,"[""Sack-Sama""]","[""http://www.flickr.com/videos/52615621@N07/11736236473/play/orig/1739201aa3""]"
Q100059,640,360,19.833999633789,24.0,"[""sfslim""]","[""http://www.flickr.com/videos/81438226@N00/5242029503/play/orig/4887ce3175""]"
Q100060,640,360,13.833999633789,24.0,"[""jasoneppink""]","[""http://www.flickr.com/videos/38102495@N00/8128927454/play/orig/92296126ff""]"
Q100061,480,360,60.027000427246,29.969999313354,"[""yellowcloud""]","[""http://www.flickr.com/videos/63794141@N00/5794225083/play/orig/6e8fb96a70""]"
Q100062,480,360,49.0,24.0,"[""hardwarehank"",""Matt Biddulph""]","[""http://www.flickr.com/videos/79248695@N00/6270446729/play/orig/36d52dedb4"",""http://www.flickr.com/videos/51035707449@N01/2452172881/play/orig/20e8d711c8""]"
Q100063,480,360,20.520999908447,29.969999313354,"[""Merelymel13""]","[""http://www.flickr.com/videos/62967061@N00/2547835358/play/orig/013a26d04f""]"
Q100064,640,360,60.027000427246,29.969999313354,"[""soleclin22""]","[""http://www.flickr.com/videos/29420701@N05/3135910772/play/orig/280f4f4cb3""]"
Q100065,480,360,16.517000198364,29.969999313354,"[""Schezar"",""DVS1mn"",""lindsayloveshermac""]","[""http://www.flickr.com/videos/7746837@N03/12427600703/play/orig/6d776c8593"",""http://www.flickr.com/videos/52900873@N07/8986381217/play/orig/bcd91583fa"",""http://www.flickr.com/videos/83441679@N00/8729514845/play/orig/fbab370d78""]"
Q100066,360,800,45.846000671387,29.969999313354,"[""aballant38"",""jencu"",""Richard Thomas""]","[""http://www.flickr.com/videos/9828412@N05/5065833091/play/orig/b27c3f1f8e"",""http://www.flickr.com/videos/10581108@N00/3761511712/play/orig/f68df82c3c"",""http://www.flickr.com/videos/64101752@N00/6148910516/play/orig/ee836cb53d""]"
Q100067,640,360,10.093999862671,23.975999832153,"[""Flickr.Whisker""]","[""http://www.flickr.com/videos/39888082@N00/11013627763/play/orig/5824e44dab""]"
Q100068,480,360,31.319999694824,25.0,"[""lyng883""]","[""http://www.flickr.com/videos/87616709@N00/3652584215/play/orig/7a1deb7a3e""]"
Q100069,360,640,17.0,24.0,"[""swifant""]","[""http://www.flickr.com/videos/11757382@N06/8809813961/play/orig/85af306f24""]"
Q100070,480,360,89.98999786377,29.969999313354,"[""jimg944""]","[""http://www.flickr.com/videos/21203533@N00/4084283254/play/orig/66a33da4e0""]"
Q100071,480,360,75.542999267578,29.969999313354,"[""bsabarnowl""]","[""http://www.flickr.com/videos/10966541@N02/5636263003/play/orig/da52940583""]"
Q100072,480,360,22.023000717163,29.969999313354,"[""Gwydion M. Williams""]","[""http://www.flickr.com/videos/45909111@N00/9716021107/play/orig/5313c8d59f""]"
Q100073,640,360,12.112999916077,29.969999313354,"[""ben.ramirez""]","[""http://www.flickr.com/videos/57225509@N00/8266961231/play/orig/8e058e120a""]"
Q100074,320,568,11.845999717712,29.969999313354,"[""Erik""]","[""http://www.flickr.com/videos/35034349721@N01/5154081006/play/orig/a0c822fb7f""]"
Q100075,480,360,60.027000427246,29.969999313354,"[""Sonus Ex Machina""]","[""http://www.flickr.com/videos/26699689@N03/4883893950/play/orig/0e7bb59819""]"
Q100076,640,360,32.0,24.0,"[""Darrins""]","[""http://www.flickr.com/videos/71465786@N00/4421368938/play/orig/59c3f328d9""]"
Q100077,640,360,60.027000427246,29.969999313354,"[""eliduke""]","[""http://www.flickr.com/videos/80547277@N00/6195310171/play/orig/565997ecc4""]"
Q100078,640,360,60.01900100708,23.975999832153,"[""Dahm""]","[""http://www.flickr.com/videos/23280925@N08/3660149860/play/orig/27d0b57592""]"
Q100079,480,360,16.559000015259,23.975999832153,"[""sylvester75117""]","[""http://www.flickr.com/videos/8706285@N06/3505192973/play/orig/6cf55ae6ed""]"
Q100080,1344,360,55.22200012207,29.969999313354,"[""gewoonbob"",""ell brown"",""jencu"",""angela n."",""madc0w""]","[""http://www.flickr.com/videos/16986836@N00/5611052883/play/orig/9c552fc881"",""http://www.flickr.com/videos/39415781@N06/4441176463/play/orig/16d84480d4"",""http://www.flickr.com/videos/10581108@N00/4243667034/play/orig/0f399a070a"",""http://www.flickr.com/videos/34517103@N00/2731470554/play/orig/84ed6f577c"",""http://www.flickr.com/videos/50493220@N00/4106991328/play/orig/61fcae19d2""]"
Q100081,640,360,37.338001251221,29.969999313354,"[""Manitoba Coupon Maven - Michelle Roy""]","[""http://www.flickr.com/videos/11165134@N03/4743196658/play/orig/0e9aa4af08""]"
Q100082,480,360,17.417999267578,29.969999313354,"[""Michael Beat""]","[""http://www.flickr.com/videos/54004987@N00/9860980646/play/orig/a63cefd109""]"
Q100083,360,384,116.11699676514,29.969999313354,"[""Fried Toast"",""Mr. Juninho""]","[""http://www.flickr.com/videos/26127959@N00/5636470083/play/orig/983d5fc1e0"",""http://www.flickr.com/videos/16195802@N00/4539358027/play/orig/f5ece4e40f""]"
Q100084,640,360,29.030000686646,29.969999313354,"[""Thomas Rolfe""]","[""http://www.flickr.com/videos/12723318@N02/8706453108/play/orig/8ed110f96c""]"
Q100085,448,360,17.200000762939,25.0,"[""Portal do Tatuape""]","[""http://www.flickr.com/videos/43190486@N05/3994855468/play/orig/19922df6e2""]"
Q100086,480,360,8.8760004043579,29.969999313354,"[""Prince Roy""]","[""http://www.flickr.com/videos/17352537@N00/5531834548/play/orig/b4fb7df4ef""]"
Q100087,360,640,18.041999816895,24.0,"[""igb""]","[""http://www.flickr.com/videos/20721230@N00/8169050867/play/orig/9db39b39d6""]"
Q100088,360,640,51.75,24.0,"[""Julio Enriquez""]","[""http://www.flickr.com/videos/7806965@N07/8396187737/play/orig/7db559f0b7""]"
Q100089,360,448,32.766998291016,29.969999313354,"[""cgaukel"",""suthernsir"",""netstrolling""]","[""http://www.flickr.com/videos/56721030@N00/11172262936/play/orig/f22fc85049"",""http://www.flickr.com/videos/28487287@N00/4461901224/play/orig/3d93445558"",""http://www.flickr.com/videos/44971549@N06/8047294695/play/orig/742948f3d0""]"
Q100090,640,360,89.98999786377,29.969999313354,"[""Johan Lange""]","[""http://www.flickr.com/videos/67033974@N00/5462567304/play/orig/9d1bc1d4b0""]"
Q100091,640,360,60.027000427246,29.969999313354,"[""Wen Cheng Liu (Busy)""]","[""http://www.flickr.com/videos/26814259@N04/4772067984/play/orig/60a51cb3be""]"
Q100092,480,360,60.0,25.0,"[""Moosealope""]","[""http://www.flickr.com/videos/8510057@N02/4126922949/play/orig/b30350edfa""]"
Q100093,480,360,15.281999588013,29.969999313354,"[""JoshBerglund19""]","[""http://www.flickr.com/videos/79877212@N00/4066600202/play/orig/32fc9fc072""]"
Q100094,640,360,27.795000076294,29.969999313354,"[""psgmag.net"",""Al Pavangkanan"",""ell brown""]","[""http://www.flickr.com/videos/10671903@N00/3941761114/play/orig/b014a6863f"",""http://www.flickr.com/videos/46612246@N00/4443758657/play/orig/4c77db2dbb"",""http://www.flickr.com/videos/39415781@N06/13904003441/play/orig/c0e6efd229""]"
Q100095,640,360,50.216999053955,29.969999313354,"[""ursusdave""]","[""http://www.flickr.com/videos/11699242@N07/9072561620/play/orig/69028df05b""]"
Q100096,640,360,56.759998321533,25.0,"[""infomatique""]","[""http://www.flickr.com/videos/80824546@N00/5535955422/play/orig/78fbd614dd""]"
Q100097,506,312,50.083999633789,29.969999313354,"[""Ross Catrow"",""Gene Hunt"",""cammy8888"",""gosselinchristian""]","[""http://www.flickr.com/videos/76877398@N00/4134885868/play/orig/4ddca96274"",""http://www.flickr.com/videos/90384027@N00/4816462841/play/orig/2879627c45"",""http://www.flickr.com/videos/14990149@N04/3178959815/play/orig/f8c18d8ec4"",""http://www.flickr.com/videos/31737675@N00/3853102843/play/orig/ced7a5a792""]"
Q100098,640,360,43.376998901367,29.969999313354,"[""josealoly""]","[""http://www.flickr.com/videos/54403442@N00/6450229317/play/orig/b35a009a7a""]"
Q100099,640,360,22.083999633789,24.0,"[""Henrik Moltke""]","[""http://www.flickr.com/videos/87844368@N00/5177127360/play/orig/acc975ebdd""]"
Q100100,640,360,36.870998382568,29.969999313354,"[""aarontait"",""Brandon Morse"",""alanmayers""]","[""http://www.flickr.com/videos/96272984@N00/3702916605/play/orig/6680bc2864"",""http://www.flickr.com/videos/51035560498@N01/5269637665/play/orig/b668cfde3f"",""http://www.flickr.com/videos/11266694@N06/6271435124/play/orig/d2da2a33dd""]"
Q100101,640,360,60.027000427246,29.969999313354,"[""checoo""]","[""http://www.flickr.com/videos/33931352@N00/4621068379/play/orig/51d016c6c9""]"
Q100102,480,360,14.147999763489,29.969999313354,"[""csimple""]","[""http://www.flickr.com/videos/26554096@N03/3339750795/play/orig/901ef6cf05""]"
Q100103,480,360,18.385999679565,29.969999313354,"[""Chrazerer""]","[""http://www.flickr.com/videos/70832255@N00/5194893848/play/orig/b6c7dcc217""]"
Q100104,480,360,89.98999786377,29.969999313354,"[""Cecilia Heinen""]","[""http://www.flickr.com/videos/10464821@N05/5545854364/play/orig/22ae4bfc27""]"
Q100105,480,360,17.752000808716,29.969999313354,"[""whiteafrican""]","[""http://www.flickr.com/videos/18288598@N00/3933650905/play/orig/acc13bfb78""]"
Q100106,360,640,20.625,24.0,"[""Nikke Lindqvist""]","[""http://www.flickr.com/videos/64814251@N00/5517183718/play/orig/9fece83eec""]"
Q100107,640,360,20.221000671387,29.969999313354,"[""jencu""]","[""http://www.flickr.com/videos/10581108@N00/4534295520/play/orig/8b7fb91e7c""]"
Q100108,640,360,11.812000274658,29.969999313354,"[""__DODO""]","[""http://www.flickr.com/videos/80728032@N00/6842051805/play/orig/5e976226c3""]"
Q100109,480,360,60.027000427246,29.969999313354,"[""Ken_Mayer""]","[""http://www.flickr.com/videos/14529688@N08/3167525837/play/orig/9ab170436d""]"
Q100110,640,360,26.459999084473,29.969999313354,"[""vlauria""]","[""http://www.flickr.com/videos/17979617@N00/6281777984/play/orig/cec92ffd75""]"
Q100111,480,360,47.28099822998,29.969999313354,"[""Agathe B""]","[""http://www.flickr.com/videos/23773145@N00/3751822104/play/orig/d0df641f9a""]"
Q100112,480,360,55.85599899292,29.969999313354,"[""USM MS photos""]","[""http://www.flickr.com/videos/25373834@N08/2568490027/play/orig/e5d69fc84d""]"
Q100113,608,360,50.050998687744,29.969999313354,"[""edkohler""]","[""http://www.flickr.com/videos/45078337@N00/8029953268/play/orig/f4bd102a06""]"
Q100114,480,360,9.710000038147,29.969999313354,"[""jsj1771""]","[""http://www.flickr.com/videos/47445767@N05/13895169156/play/orig/3a64224530""]"
Q100115,640,360,49.68399810791,29.969999313354,"[""rossgram""]","[""http://www.flickr.com/videos/46282031@N00/6031292458/play/orig/4e84fdc0a4""]"
Q100116,480,360,5.3060002326965,29.969999313354,"[""uncorrectedproofs""]","[""http://www.flickr.com/videos/36346191@N02/3849553499/play/orig/2107cddd6f""]"
Q100117,640,360,12.380000114441,29.969999313354,"[""-Tripp-""]","[""http://www.flickr.com/videos/9805680@N07/4219191270/play/orig/1fef5d9a9e""]"
Q100118,960,360,82.833999633789,24.0,"[""alberth2"",""Osamu Iwasaki"",""texas_mustang""]","[""http://www.flickr.com/videos/84056180@N00/8241387186/play/orig/b76fc16c2e"",""http://www.flickr.com/videos/26775981@N05/3738306977/play/orig/70f887195b"",""http://www.flickr.com/videos/47523448@N00/3622891271/play/orig/59ef00e676""]"
Q100119,480,360,60.027000427246,29.969999313354,"[""RobBixbyPhotography""]","[""http://www.flickr.com/videos/14580956@N08/13904110572/play/orig/c034c0db20""]"
Q100120,480,360,8.1420001983643,29.969999313354,"[""EtanSivad""]","[""http://www.flickr.com/videos/15333658@N00/6825464795/play/orig/13a534d143""]"
Q100121,480,360,11.312000274658,29.969999313354,"[""misawakatsutoshi""]","[""http://www.flickr.com/videos/58939784@N05/5754535160/play/orig/d72ec7c042""]"
Q100122,480,360,19.787000656128,29.969999313354,"[""jeminichronicles""]","[""http://www.flickr.com/videos/43943234@N07/4625156412/play/orig/743f987e17""]"
Q100123,480,360,53.054000854492,29.969999313354,"[""wfairchild""]","[""http://www.flickr.com/videos/44435086@N00/3477444937/play/orig/ce4695f657""]"
Q100124,480,360,48.314998626709,29.969999313354,"[""azrael74""]","[""http://www.flickr.com/videos/57667552@N00/2419266988/play/orig/cf482ea47c""]"
Q100125,480,360,5.5060000419617,29.969999313354,"[""kencf0618""]","[""http://www.flickr.com/videos/30801900@N00/6909168269/play/orig/a1a912a52a""]"
Q100126,480,360,11.012000083923,29.969999313354,"[""wyzik""]","[""http://www.flickr.com/videos/54876474@N00/4513035859/play/orig/327c33b32e""]"
Q100127,640,360,7.5079998970032,29.969999313354,"[""PugnoM""]","[""http://www.flickr.com/videos/58764797@N00/8712820348/play/orig/7e81334ded""]"
Q100128,320,568,12.979999542236,29.969999313354,"[""jencu""]","[""http://www.flickr.com/videos/10581108@N00/5263764099/play/orig/64e4a48c40""]"
Q100129,480,360,27.52799987793,23.975999832153,"[""Inha Leex Hale""]","[""http://www.flickr.com/videos/46835425@N00/3749421454/play/orig/8a532ea998""]"
Q100130,480,360,29.867000579834,30.0,"[""deanaarcher"",""Wallslide""]","[""http://www.flickr.com/videos/87013411@N00/4807311968/play/orig/35156a30e4"",""http://www.flickr.com/videos/76625882@N00/4554312444/play/orig/22934a99d1""]"
Q100131,640,360,12.079000473022,29.969999313354,"[""akaJune""]","[""http://www.flickr.com/videos/68688072@N02/11854598795/play/orig/03833e4741""]"
Q100132,480,360,60.027000427246,29.969999313354,"[""LindaH""]","[""http://www.flickr.com/videos/25747180@N00/2477088202/play/orig/4d8f21e84f""]"
Q100133,360,640,60.027000427246,29.969999313354,"[""Athletes in Action West Europe""]","[""http://www.flickr.com/videos/26712705@N05/7767435108/play/orig/d14a5bb9c7""]"
Q100134,400,360,47.5,30.0,"[""jnissa"",""jonashe"",""AaltoFablab""]","[""http://www.flickr.com/videos/86507374@N00/7468186530/play/orig/18f135595e"",""http://www.flickr.com/videos/16385161@N08/14035893211/play/orig/891e68a9d1"",""http://www.flickr.com/videos/70184309@N07/8118567047/play/orig/6630bb1119""]"
Q100135,360,512,67.934997558594,29.969999313354,"[""Jerry & Cara"",""Yuval Y"",""udono""]","[""http://www.flickr.com/videos/76967548@N00/5124720032/play/orig/4afb77ebc2"",""http://www.flickr.com/videos/91523215@N00/3650730106/play/orig/b623ab1f65"",""http://www.flickr.com/videos/63522147@N00/3891060395/play/orig/0e896b32af""]"
Q100136,640,360,12.479999542236,29.969999313354,"[""rickpilot_2000""]","[""http://www.flickr.com/videos/26531284@N02/5613859600/play/orig/387c2048ab""]"
Q100137,640,360,15.149000167847,29.969999313354,"[""Gene Hunt""]","[""http://www.flickr.com/videos/90384027@N00/6556778687/play/orig/7b681445ca""]"
Q100138,360,384,53.119998931885,29.969999313354,"[""Tobyotter"",""thegordons"",""lanchiachi1977""]","[""http://www.flickr.com/videos/78428166@N00/8502268636/play/orig/7ef798c405"",""http://www.flickr.com/videos/33848771@N00/3066895046/play/orig/3c9f54a4da"",""http://www.flickr.com/videos/24857605@N00/5402020081/play/orig/bbe24b1946""]"
Q100139,480,360,38.47200012207,29.969999313354,"[""iamcootis""]","[""http://www.flickr.com/videos/81532706@N00/3075469783/play/orig/b32a6b8564""]"
Q100140,640,360,15.85000038147,29.969999313354,"[""Julio Enriquez""]","[""http://www.flickr.com/videos/7806965@N07/7383920242/play/orig/3cccaefe05""]"
Q100141,640,360,32.450000762939,23.975999832153,"[""246-You""]","[""http://www.flickr.com/videos/7274020@N06/6350328925/play/orig/d06c47cb6a""]"
Q100142,480,360,9.9689998626709,23.975999832153,"[""mikebaird"",""Timo_Beil""]","[""http://www.flickr.com/videos/72825507@N00/4158448223/play/orig/e9f4ffc057"",""http://www.flickr.com/videos/32475614@N08/8601912678/play/orig/6a7c1ffb65""]"
Q100143,640,360,28.829000473022,29.969999313354,"[""timatymusic""]","[""http://www.flickr.com/videos/27365671@N00/5174136128/play/orig/b8bbd6da64""]"
Q100144,480,360,40.333999633789,30.0,"[""rileyporter"",""Lawrie Cate""]","[""http://www.flickr.com/videos/31697990@N00/6194012592/play/orig/8f8e930805"",""http://www.flickr.com/videos/24298372@N04/3301546094/play/orig/d54b65c7ba""]"
Q100145,976,360,33.367000579834,29.969999313354,"[""TafThorne"",""Masked Builder"",""WalkingGeek""]","[""http://www.flickr.com/videos/44978170@N06/7477988744/play/orig/97f7c30602"",""http://www.flickr.com/videos/47285408@N04/8555226859/play/orig/dc306794dd"",""http://www.flickr.com/videos/14481478@N00/4083800533/play/orig/0166e1964c""]"
